eng,sim,tra
"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.",翻译引擎有了显著的改进，现在经常提供或多或少正确的翻译（而更多情况是很少有胡言乱语），但需要注意的是，他们仍然可能会完全翻错。,翻譯引擎已有巨大的改進，現在通常提供或多或少正確的翻譯（和更少的胡言亂語），但因為翻譯結果仍可能完全是錯誤的，應對其持有一些小心謹慎的態度。
"One of the most prominent apps in this category is Google Translate, which allows offline translation after downloading the desired language data.",一个最杰出的此类应用是谷歌翻译。在下载所需语言数据后，它可以进行离线翻译。,此類別中最著名的應用程式之一是 Google 翻譯，它可以在下載所需的語言資料後，進行離線翻譯。
Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country.,出国旅行时，使用智能手机 GPS 导航应用可能是最简单方便的导航方式。,出國時，在智慧型手機上使用 GPS 導航應用程式，可能是最簡單且最便利的導航方式。
"It can save money over buying new maps for a GPS, or a standalone GPS device or renting one from a car rental company.",比起够买带 GPS 的地图或独立的 GPS 设备，或者是从汽车租赁公司租一个，这种方式更省钱。,相較於購買 GPS 的新地圖或獨立的 GPS 裝置，向租車公司租用新地圖較省錢。
"If you don't have a data connection for your phone, or when it is out of range, their performance can be limited or unavailable.",如果你的手机没有数据连接，或者不在服务范围，手机的性能可能会受限，或者无法使用手机。,如果你的手機沒有數據連線，或者已經超出連線範圍，GPS 導航的表現可能會受到限制或無法使用。
Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones.,每个街头小店都摆满了一排令人眼花缭乱的预付费电话卡，这些电话卡既可以用于公用付费电话机，也可以用于普通电话机。,每一間雜貨店都有販售預付電話卡，種類多到不知如何選擇，這些電話卡可以用於付費電話或普通的電話。
"While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries.",尽管大多数电话卡适合给任何地方打电话，但有些卡在拨打一些特定国家的电话时有特别优惠。,雖然大部分的預付卡都可以打電話到任何國家，但某些預付卡會提供特定幾個國家優惠通話費率。
Access to these services is often through a toll-free telephone number that can be called from most phones without charge.,通常拨打一个电话号码即可获取这些服务，而大多数的电话都可免费拨打该串号码。,通常可以透過撥打一支免付費電話號碼來取得這些服務，大多數手機可以免費撥打該電話號碼。
"Rules regarding regular photography also apply to video recording, possibly even more so.",有关常规摄影的规则也适用于录像，甚至可能更适用。,針對一般攝影的規範也適用於錄影，甚至有更多的規定。
"If just taking a photo of something isn't allowed, then you shouldn't even think of recording a video of it.",如果连拍照都不允许的话，就更不用想拍摄视频了。,如果連拍張照片都不被允許，那麼就更不要想要將它錄成影片了。
"If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.",如果使用无人机，请提前仔细确认可以拍摄的内容，以及需要哪些许可或额外的牌照。,若要使用無人機，請事先仔細確認可以拍攝什麼以及是否需要什麼許可或額外授權。
"Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.",在机场附近或人群拥挤的地方操控无人机升空，是个馊主意，即使这在你所在地区并不违法。,將無人機開到機場附近或飛過人群上方，就算不違反所在地法律，此舉幾乎都是壞主意。
Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.,现在已经很少有人不先搜索和比较价格，就直接通过航空公司订票了。,如今，很少人會不先經過搜尋或比價，就直接向航空公司訂機票旅行。
Sometimes the same flight can have vastly differing prices at various agregators and it pays to compare search results and to also look at the website of the airline itself before booking.,有时，同一航班在不同信息汇集网站上的价格可能相差很大，在预订前先比较搜索结果，同时看看航空公司自己的网站，是有好处的。,有時在不同的資料彙集網站上，同一班機的價差很大，比較搜尋結果之餘，也查查看航空公司本身的網站再下單有其回報。
"While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.",尽管短期访问某些国家时，旅游或商务出行并不需要签证，但留学生去那里的话，所待的时间通常需比休闲的游客要长。,到某些國家旅遊或出差的短期停留可能不需要簽證，但以國際學生身分前往，需要待的時間通常比觀光客更長。
"In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance.",通常来说，较长时间停留在外国需要提前获取签证。,通常，若要在外國居住一段較長的時間，你必須事先取得簽證。
Student visas generally have different requirements and application procedures from normal tourist or business visas.,与普通旅游签证或商务签证相比，学生签证通常有不同的要求和申请程序。,學生簽證的要求和申請程序通常與一般觀光或商務簽證不同。
"For most countries, you will need an offer letter from the institution you wish to study at, and also evidence of funds to support yourself for at least the first year of your course.",在大多数国家，你需要一份你希望就读的学校的录取通知书，以及证明你有至少第一年课程所需资金的文件。,在大部分的國家/地區，您都要提供欲就讀的教育機構所給的錄取通知書，同時也要提供至少能支持您完成第一年課程的財力證明。
"Check with the institution, as well as the immigration department for the country you wish to study in for detailed requirements.",咨询学校及你希望留学的国家的移民局，以了解详细要求。,請向您欲前往求學的機構及該國移民當局諮詢詳細要求。
"Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.",除非你是外交官，否则在海外工作一般需要向所在国家/地区缴纳所得税。,除非你是外交官，否則在海外工作通常表示你必須在所在國家申報所得稅。
